,Descrip,Energy_kcal,Protein_g,Saturated_fats_g,Fat_g,Carb_g,Fiber_g,Sugar_g,Calcium_mg,Iron_mg,Magnesium_mg,Phosphorus_mg,Potassium_mg,Sodium_mg,Zinc_mg,Copper_mcg,Manganese_mg,Selenium_mcg,VitC_mg,Thiamin_mg,Riboflavin_mg,Niacin_mg,VitB6_mg,Folate_mcg,VitB12_mcg,VitA_mcg,VitE_mg,VitD2_mcg
2183,cherries swt cnd h2o pk solliquids,46.0,0.77,0.0279999999999999,0.13,11.76,1.5,10.26,11.0,0.36,9.0,15.0,131.0,1.0,0.08,0.075,0.062,0.0,2.2,0.022,0.0409999999999999,0.41,0.03,4.0,0.0,8.0,0.23,0.0
2184,cherries swt cnd juc pk solliquids,54.0,0.91,0.004,0.02,13.81,1.5,12.31,14.0,0.58,12.0,22.0,131.0,3.0,0.1,0.073,0.061,0.0,2.5,0.018,0.024,0.406,0.03,4.0,0.0,6.0,0.23,0.0
2185,cherries swt cnd lt syrup pk solliquids,67.0,0.61,0.034,0.15,17.29,1.5,15.79,9.0,0.36,9.0,18.0,148.0,3.0,0.1,0.145,0.06,0.0,3.7,0.021,0.0409999999999999,0.4029999999999999,0.03,4.0,0.0,8.0,0.23,0.0
2186,cherries swt cnd pitted hvy syrup pk sol  liquids,83.0,0.6,0.034,0.15,21.27,1.4,16.18,9.0,0.35,9.0,18.0,145.0,3.0,0.1,0.142,0.048,0.0,3.6,0.021,0.04,0.396,0.022,4.0,0.0,8.0,0.17,0.0
2187,cherries swt cnd ex hvy syrup pk solliquids,102.0,0.59,0.033,0.15,26.23,1.5,0.0,9.0,0.35,8.0,17.0,142.0,3.0,0.1,0.139,0.0579999999999999,0.0,3.6,0.021,0.039,0.3879999999999999,0.03,4.0,0.0,8.0,0.0,0.0
2190,cranberries raw,46.0,0.46,0.008,0.13,11.97,3.6,4.27,8.0,0.23,6.0,11.0,80.0,2.0,0.09,0.0559999999999999,0.267,0.1,14.0,0.012,0.02,0.1009999999999999,0.057,1.0,0.0,3.0,1.32,0.0
2191,cranberries dried swtnd,308.0,0.17,0.088,1.09,82.8,5.3,72.56,9.0,0.39,4.0,8.0,49.0,5.0,0.1,0.063,0.18,0.6,0.2,0.013,0.0279999999999999,0.5479999999999999,0.038,0.0,0.0,2.0,2.1,0.0
2192,cranberry sau cnd swtnd,159.0,0.9,0.0069999999999999,0.15,40.4,1.1,31.75,3.0,0.41,2.0,4.0,28.0,5.0,0.03,0.026,0.073,0.4,1.0,0.015,0.021,0.1,0.0139999999999999,1.0,0.0,2.0,0.93,0.0
2193,cranberry-orange relish cnd,178.0,0.3,0.012,0.1,46.2,0.0,0.0,11.0,0.2,4.0,8.0,38.0,32.0,0.0,0.04,0.0,0.0,18.0,0.03,0.02,0.1,0.0,0.0,0.0,4.0,0.0,0.0
2201,figs cnd h2o pk solliquids,53.0,0.4,0.02,0.1,13.99,2.2,11.79,28.0,0.29,10.0,10.0,103.0,1.0,0.12,0.11,0.088,0.1,1.0,0.023,0.038,0.445,0.07,2.0,0.0,2.0,0.08,0.0
2202,figs cnd lt syrup pk solliquids,69.0,0.39,0.02,0.1,17.95,1.8,16.15,27.0,0.29,10.0,10.0,102.0,1.0,0.11,0.108,0.086,0.2,1.0,0.022,0.038,0.437,0.07,2.0,0.0,2.0,0.1,0.0
2203,figs cnd hvy syrup pk solliquids,88.0,0.38,0.02,0.1,22.9,2.2,20.7,27.0,0.28,10.0,10.0,99.0,1.0,0.11,0.106,0.084,0.2,1.0,0.022,0.037,0.428,0.07,2.0,0.0,2.0,0.12,0.0
2204,figs cnd ex hvy syrup pk solliquids,107.0,0.38,0.02,0.1,27.86,0.0,0.0,26.0,0.28,10.0,10.0,97.0,1.0,0.11,0.103,0.083,0.0,1.0,0.022,0.036,0.419,0.0,0.0,0.0,2.0,0.0,0.0
2207,fruit cocktail cnd h2o pk solliquids,32.0,0.42,0.006,0.05,8.51,1.0,7.51,5.0,0.25,7.0,11.0,94.0,4.0,0.09,0.071,0.15,0.5,2.1,0.016,0.011,0.363,0.052,3.0,0.0,13.0,0.4,0.0
2208,fruit cocktail cnd juc pk solliquids,46.0,0.46,0.001,0.01,11.86,1.0,10.86,8.0,0.21,7.0,14.0,95.0,4.0,0.09,0.062,0.146,0.5,2.7,0.012,0.016,0.4029999999999999,0.051,3.0,0.0,15.0,0.4,0.0
2209,fruit cocktail cnd ex lt syrup solliquids,45.0,0.4,0.01,0.07,11.63,1.1,0.0,8.0,0.3,6.0,12.0,104.0,4.0,0.08,0.1,0.147,0.0,3.0,0.03,0.01,0.5,0.051,3.0,0.0,12.0,0.0,0.0
2210,fruit cocktail cnd lt syrup solliquids,57.0,0.4,0.01,0.07,14.93,1.0,13.93,6.0,0.29,5.0,11.0,89.0,6.0,0.09,0.07,0.147,0.5,1.9,0.018,0.019,0.38,0.051,3.0,0.0,10.0,0.5,0.0
2211,fruit cocktail cnd hvy syrup solliquids,73.0,0.39,0.01,0.07,18.91,1.0,17.91,6.0,0.29,5.0,11.0,88.0,6.0,0.08,0.069,0.144,0.5,1.9,0.018,0.019,0.374,0.05,3.0,0.0,10.0,0.4,0.0
2212,fruit cocktail cnd ex hvy syrup solliquids,88.0,0.39,0.01,0.07,22.89,1.1,0.0,6.0,0.28,5.0,11.0,86.0,6.0,0.08,0.067,0.142,0.0,1.9,0.018,0.019,0.368,0.049,3.0,0.0,10.0,0.0,0.0
2213,fruit salad cnd h2o pk solliquids,30.0,0.35,0.009,0.07,7.87,1.0,0.0,7.0,0.3,5.0,9.0,78.0,3.0,0.08,0.067,0.151,0.0,1.9,0.015,0.021,0.374,0.032,3.0,0.0,22.0,0.0,0.0
2214,fruit salad cnd juc pk solliquids,50.0,0.51,0.004,0.03,13.05,1.0,0.0,11.0,0.25,8.0,14.0,116.0,5.0,0.14,0.05,0.151,0.0,3.3,0.011,0.0139999999999999,0.356,0.027,3.0,0.0,30.0,0.0,0.0
2215,fruit salad cnd lt syrup solliquids,58.0,0.34,0.009,0.07,15.14,1.0,0.0,7.0,0.29,5.0,9.0,82.0,6.0,0.07,0.065,0.148,0.0,2.5,0.0139999999999999,0.02,0.365,0.032,3.0,0.0,21.0,0.0,0.0
2216,fruit salad cnd hvy syrup solliquids,73.0,0.34,0.01,0.07,19.11,1.0,18.11,6.0,0.28,5.0,9.0,80.0,6.0,0.07,0.064,0.145,0.5,2.4,0.015,0.021,0.347,0.032,3.0,0.0,25.0,0.4,0.0
2217,fruit salad cnd ex hvy syrup solliquids,88.0,0.33,0.009,0.06,22.77,1.0,0.0,6.0,0.28,5.0,9.0,80.0,5.0,0.07,0.063,0.143,0.0,2.1,0.0139999999999999,0.02,0.353,0.032,3.0,0.0,32.0,0.0,0.0
2219,gooseberries cnd lt syrup pk solliquids,73.0,0.65,0.013,0.2,18.75,2.4,0.0,16.0,0.33,6.0,7.0,77.0,2.0,0.11,0.217,0.177,0.4,10.0,0.02,0.053,0.153,0.012,3.0,0.0,7.0,0.0,0.0
2221,grapefruit raw pinkredwhite all areas,32.0,0.63,0.0139999999999999,0.1,8.08,1.1,6.98,12.0,0.09,8.0,8.0,139.0,0.0,0.07,0.047,0.012,0.3,34.4,0.036,0.02,0.25,0.042,10.0,0.0,46.0,0.13,0.0
2222,grapefruit raw pinkred all areas,42.0,0.77,0.021,0.14,10.66,1.6,6.89,22.0,0.08,9.0,18.0,135.0,0.0,0.07,0.032,0.022,0.1,31.2,0.043,0.031,0.204,0.053,13.0,0.0,58.0,0.13,0.0
2223,grapefruit raw pinkred californiaarizona,37.0,0.5,0.0139999999999999,0.1,9.69,0.0,0.0,11.0,0.08,9.0,12.0,147.0,1.0,0.07,0.032,0.02,0.0,38.1,0.034,0.02,0.191,0.042,12.0,0.0,13.0,0.0,0.0
2224,grapefruit raw pink  red florida,30.0,0.55,0.0139999999999999,0.1,7.5,1.1,0.0,15.0,0.12,8.0,9.0,127.0,0.0,0.07,0.044,0.01,1.4,37.0,0.04,0.02,0.2,0.042,9.0,0.0,13.0,0.0,0.0
2225,grapefruit raw white all areas,33.0,0.69,0.0139999999999999,0.1,8.41,1.1,7.31,12.0,0.06,9.0,8.0,148.0,0.0,0.07,0.05,0.013,1.4,33.3,0.037,0.02,0.2689999999999999,0.043,10.0,0.0,2.0,0.13,0.0
2226,grapefruit raw white california,37.0,0.88,0.0139999999999999,0.1,9.09,0.0,0.0,12.0,0.08,9.0,12.0,143.0,0.0,0.07,0.032,0.02,0.0,33.3,0.037,0.02,0.2689999999999999,0.043,12.0,0.0,0.0,0.0,0.0
2228,grapefruit sections cnd h2o pk solliquids,36.0,0.58,0.0139999999999999,0.1,9.15,0.4,8.75,15.0,0.41,10.0,10.0,132.0,2.0,0.09,0.067,0.0069999999999999,0.9,21.8,0.039,0.021,0.249,0.02,9.0,0.0,0.0,0.09,0.0
2230,grapefruit sections cnd lt syrup pk solliquids,60.0,0.56,0.0139999999999999,0.1,15.44,0.4,15.04,14.0,0.4,10.0,10.0,129.0,2.0,0.08,0.066,0.0069999999999999,0.9,21.3,0.038,0.02,0.243,0.02,9.0,0.0,0.0,0.09,0.0
2231,grapefruit juc white cnd or btld unswtnd,34.0,0.58,0.009,0.1,7.93,0.8,7.2,14.0,0.11,8.0,15.0,129.0,3.0,0.08,0.031,0.015,0.1,28.3,0.042,0.02,0.231,0.02,10.0,0.0,2.0,0.04,0.0
2234,grapefruit juc white frz conc unswtnd dil w 3 volume h2o,41.0,0.55,0.019,0.13,9.73,0.1,9.63,8.0,0.14,11.0,14.0,136.0,1.0,0.05,0.033,0.02,0.1,33.7,0.0409999999999999,0.022,0.217,0.044,4.0,0.0,0.0,0.04,0.0
2238,grape juc cnd or btld unswtnd w added vit c,60.0,0.37,0.025,0.13,14.77,0.2,14.2,11.0,0.25,10.0,14.0,104.0,5.0,0.07,0.018,0.239,0.0,25.0,0.017,0.015,0.133,0.032,0.0,0.0,0.0,0.0,0.0
2241,grapes cnd thompson seedless h2o pk solliquids,40.0,0.5,0.035,0.11,10.3,0.6,9.7,10.0,0.98,6.0,18.0,107.0,6.0,0.05,0.0559999999999999,0.039,0.1,1.0,0.031,0.023,0.13,0.065,3.0,0.0,2.0,0.13,0.0
2242,grapes cnd thompson seedless hvy syrup pk solliquids,76.0,0.48,0.033,0.1,19.65,0.6,19.05,10.0,0.94,6.0,17.0,103.0,5.0,0.05,0.054,0.038,0.1,1.0,0.03,0.022,0.125,0.065,3.0,0.0,3.0,0.13,0.0
2243,grape juc cnd or btld unswtnd wo added vit c,60.0,0.37,0.025,0.13,14.77,0.2,14.2,11.0,0.25,10.0,14.0,104.0,5.0,0.07,0.018,0.239,0.0,0.1,0.017,0.015,0.133,0.032,0.0,0.0,0.0,0.0,0.0
2244,groundcherries (cape-gooseberries or poha) raw,53.0,1.9,0.0,0.7,11.2,0.0,0.0,9.0,1.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.11,0.04,2.8,0.0,0.0,0.0,36.0,0.0,0.0
2249,java-plum (jambolan) raw,60.0,0.72,0.0,0.23,15.56,0.0,0.0,19.0,0.19,15.0,17.0,79.0,14.0,0.0,0.0,0.0,0.0,14.3,0.006,0.012,0.26,0.038,0.0,0.0,0.0,0.0,0.0
2254,lemons raw without peel,29.0,1.1,0.039,0.3,9.32,2.8,2.5,26.0,0.6,8.0,16.0,138.0,2.0,0.06,0.037,0.03,0.4,53.0,0.04,0.02,0.1,0.08,11.0,0.0,1.0,0.15,0.0
2255,lemon juice raw,22.0,0.35,0.04,0.24,6.9,0.3,2.52,6.0,0.08,6.0,8.0,103.0,1.0,0.05,0.016,0.012,0.1,38.7,0.024,0.015,0.091,0.046,20.0,0.0,0.0,0.15,0.0
2256,lemon juc from conc cnd or btld,17.0,0.45,0.027,0.07,5.62,0.7,1.53,10.0,0.06,7.0,9.0,109.0,24.0,0.19,0.018,0.016,0.1,14.3,0.021,0.017,0.18,0.037,9.0,0.0,2.0,0.23,0.0
2257,lemon juc frz unswtnd single strength,22.0,0.46,0.043,0.32,6.5,0.4,2.4,8.0,0.12,8.0,8.0,89.0,1.0,0.05,0.03,0.03,0.1,31.5,0.059,0.013,0.1369999999999999,0.06,10.0,0.0,1.0,0.08,0.0
2259,limes raw,30.0,0.7,0.022,0.2,10.54,2.8,1.69,33.0,0.6,6.0,18.0,102.0,2.0,0.11,0.065,0.008,0.4,29.1,0.03,0.02,0.2,0.043,8.0,0.0,2.0,0.22,0.0
2260,lime juice raw,25.0,0.42,0.008,0.07,8.42,0.4,1.69,14.0,0.09,8.0,14.0,117.0,2.0,0.08,0.027,0.018,0.1,30.0,0.025,0.015,0.142,0.038,10.0,0.0,2.0,0.22,0.0
2261,lime juc cnd or btld unswtnd,21.0,0.25,0.026,0.23,6.69,0.4,1.37,12.0,0.23,7.0,10.0,75.0,16.0,0.06,0.03,0.008,0.1,6.4,0.033,0.003,0.163,0.027,8.0,0.0,1.0,0.12,0.0
2265,loganberries frozen,55.0,1.52,0.011,0.31,13.02,5.3,7.7,26.0,0.64,21.0,26.0,145.0,1.0,0.34,0.1169999999999999,1.247,0.2,15.3,0.05,0.034,0.84,0.065,26.0,0.0,2.0,0.87,0.0
2269,mammy-apple (mamey) raw,51.0,0.5,0.136,0.5,12.5,3.0,0.0,11.0,0.7,16.0,11.0,47.0,15.0,0.1,0.086,0.0,0.6,14.0,0.02,0.04,0.4,0.1,14.0,0.0,12.0,0.0,0.0
2271,mangosteen cnd syrup pk,73.0,0.41,0.0,0.58,17.91,1.8,0.0,12.0,0.3,13.0,8.0,48.0,7.0,0.21,0.069,0.102,0.0,2.9,0.054,0.054,0.286,0.018,31.0,0.0,2.0,0.0,0.0
2279,oheloberries raw,28.0,0.38,0.0,0.22,6.84,0.0,0.0,7.0,0.09,6.0,10.0,38.0,1.0,0.0,0.0,0.0,0.0,6.0,0.017,0.036,0.27,0.0,0.0,0.0,42.0,0.0,0.0
2300,tangerines (mandarin oranges) cnd juc pk,37.0,0.62,0.003,0.03,9.57,0.7,8.87,11.0,0.27,11.0,10.0,133.0,5.0,0.51,0.033,0.032,0.4,34.2,0.0819999999999999,0.0289999999999999,0.445,0.042,5.0,0.0,43.0,0.1,0.0
2301,tangerines (mandarin oranges) cnd lt syrup pk,61.0,0.45,0.012,0.1,16.19,0.7,15.49,7.0,0.37,8.0,10.0,78.0,6.0,0.24,0.044,0.032,0.4,19.8,0.053,0.044,0.445,0.042,5.0,0.0,42.0,0.1,0.0
2305,papaya cnd hvy syrup drnd,206.0,0.14,0.268,0.55,55.83,1.5,52.2,21.0,0.29,6.0,6.0,67.0,9.0,0.05,0.01,0.01,0.4,3.5,0.015,0.015,0.06,0.015,0.0,0.0,0.0,0.0,0.0
2306,papaya nectar canned,57.0,0.17,0.047,0.15,14.51,0.6,13.91,10.0,0.34,3.0,0.0,31.0,5.0,0.15,0.013,0.013,0.3,3.0,0.006,0.004,0.15,0.009,2.0,0.0,18.0,0.24,0.0
2311,peaches cnd h2o pk solliquids,24.0,0.44,0.006,0.06,6.11,1.3,4.81,2.0,0.32,5.0,10.0,99.0,3.0,0.09,0.054,0.048,0.3,2.9,0.009,0.019,0.521,0.019,3.0,0.0,27.0,0.49,0.0
2312,peaches cnd juc pk solliquids,44.0,0.63,0.004,0.03,11.57,1.3,10.27,6.0,0.27,7.0,17.0,128.0,4.0,0.11,0.05,0.048,0.3,3.6,0.008,0.017,0.5820000000000001,0.019,3.0,0.0,19.0,0.49,0.0
2313,peaches cnd ex lt syrup solliquids,42.0,0.4,0.011,0.1,11.1,1.0,0.0,5.0,0.3,5.0,11.0,74.0,5.0,0.09,0.05,0.047,0.0,3.0,0.02,0.02,0.8,0.019,3.0,0.0,14.0,0.0,0.0
2314,peaches cnd lt syrup pk solliquids,54.0,0.45,0.003,0.03,14.55,1.3,13.25,3.0,0.36,5.0,11.0,97.0,5.0,0.09,0.052,0.046,0.3,2.4,0.009,0.025,0.593,0.019,3.0,0.0,18.0,0.49,0.0
2315,peaches cnd hvy syrup pk solliquids,74.0,0.45,0.01,0.1,19.94,1.3,18.64,3.0,0.27,5.0,11.0,92.0,6.0,0.09,0.051,0.045,0.3,2.8,0.011,0.024,0.614,0.019,3.0,0.0,17.0,0.49,0.0
2316,peaches cnd ex hvy syrup pk solliquids,96.0,0.47,0.003,0.03,26.06,1.0,0.0,3.0,0.29,5.0,11.0,83.0,8.0,0.09,0.05,0.044,0.0,1.2,0.011,0.021,0.52,0.019,3.0,0.0,7.0,0.0,0.0
2317,peaches spiced cnd hvy syrup pk solliquids,75.0,0.41,0.011,0.1,20.08,1.3,18.78,6.0,0.28,7.0,9.0,85.0,4.0,0.08,0.098,0.0,0.3,5.3,0.011,0.035,0.537,0.019,3.0,0.0,16.0,0.49,0.0
2323,peaches frz sliced swtnd,94.0,0.63,0.0139999999999999,0.13,23.98,1.8,22.18,3.0,0.37,5.0,11.0,130.0,6.0,0.05,0.024,0.0289999999999999,0.4,94.2,0.013,0.035,0.653,0.018,3.0,0.0,14.0,0.62,0.0
2324,peach nectar cnd wo vit c,54.0,0.27,0.002,0.02,13.92,0.6,13.32,5.0,0.19,4.0,6.0,40.0,7.0,0.08,0.069,0.019,0.2,5.3,0.003,0.0139999999999999,0.288,0.0069999999999999,1.0,0.0,13.0,0.29,0.0
2325,pears raw,57.0,0.36,0.022,0.14,15.23,3.1,9.75,9.0,0.18,7.0,12.0,116.0,1.0,0.1,0.0819999999999999,0.048,0.1,4.3,0.012,0.026,0.161,0.0289999999999999,7.0,0.0,1.0,0.12,0.0
2326,pears cnd h2o pk solliquids,29.0,0.19,0.002,0.03,7.81,1.6,6.1,4.0,0.21,4.0,7.0,53.0,2.0,0.09,0.051,0.034,0.0,1.0,0.008,0.01,0.054,0.0139999999999999,1.0,0.0,0.0,0.08,0.0
2327,pears cnd juc pk solliquids,50.0,0.34,0.004,0.07,12.94,1.6,9.7,9.0,0.29,7.0,12.0,96.0,4.0,0.09,0.053,0.034,0.0,1.6,0.011,0.011,0.2,0.0139999999999999,1.0,0.0,0.0,0.08,0.0
2328,pears cnd ex lt syrup pk solliquids,47.0,0.3,0.006,0.1,12.2,1.6,0.0,7.0,0.2,5.0,7.0,45.0,2.0,0.07,0.07,0.033,0.0,2.0,0.01,0.02,0.4,0.0139999999999999,1.0,0.0,0.0,0.0,0.0
2329,pears cnd lt syrup pk solliquids,57.0,0.19,0.002,0.03,15.17,1.6,12.1,5.0,0.28,4.0,7.0,66.0,5.0,0.08,0.049,0.033,0.0,0.7,0.01,0.016,0.154,0.0139999999999999,1.0,0.0,0.0,0.08,0.0
2330,pears cnd hvy syrup pk solliquids,74.0,0.2,0.0069999999999999,0.13,19.17,1.6,15.2,5.0,0.22,4.0,7.0,65.0,5.0,0.08,0.049,0.032,0.0,1.1,0.01,0.022,0.242,0.0139999999999999,1.0,0.0,0.0,0.08,0.0
2331,pears cnd ex hvy syrup pk solliquids,97.0,0.19,0.0069999999999999,0.13,25.25,1.6,0.0,5.0,0.22,4.0,7.0,64.0,5.0,0.08,0.048,0.032,0.0,1.1,0.01,0.022,0.238,0.0139999999999999,1.0,0.0,0.0,0.0,0.0
2335,pear nectar cnd wo vit c,60.0,0.11,0.001,0.01,15.76,0.6,15.16,5.0,0.26,3.0,3.0,13.0,4.0,0.07,0.067,0.03,0.0,1.1,0.002,0.013,0.128,0.0139999999999999,1.0,0.0,0.0,0.05,0.0
2339,pineapple raw all var,50.0,0.54,0.009,0.12,13.12,1.4,9.85,13.0,0.29,12.0,8.0,109.0,1.0,0.12,0.11,0.927,0.1,47.8,0.079,0.032,0.5,0.1119999999999999,18.0,0.0,3.0,0.02,0.0
2340,pineapple cnd h2o pk solliquids,32.0,0.43,0.006,0.09,8.3,0.8,7.5,15.0,0.4,18.0,4.0,127.0,1.0,0.12,0.105,1.121,0.4,7.7,0.093,0.026,0.298,0.074,5.0,0.0,2.0,0.01,0.0
2341,pineapple cnd juc pk solliquids,60.0,0.42,0.006,0.08,15.7,0.8,14.45,14.0,0.28,14.0,6.0,122.0,1.0,0.1,0.086,1.121,0.4,9.5,0.095,0.019,0.284,0.074,5.0,0.0,2.0,0.01,0.0
2342,pineapple cnd lt syrup pk solliquids,52.0,0.36,0.009,0.12,13.45,0.8,12.65,14.0,0.39,16.0,7.0,105.0,1.0,0.12,0.103,1.097,0.4,7.5,0.091,0.025,0.292,0.074,5.0,0.0,2.0,0.01,0.0
2343,pineapple cnd hvy syrup pk solliquids,78.0,0.35,0.009,0.11,20.2,0.8,16.9,14.0,0.38,16.0,7.0,104.0,1.0,0.12,0.1009999999999999,1.08,0.4,7.4,0.09,0.025,0.287,0.074,5.0,0.0,1.0,0.01,0.0
2344,pineapple cnd ex hvy syrup pk solliquids,83.0,0.34,0.009,0.11,21.5,0.8,0.0,14.0,0.38,15.0,7.0,102.0,1.0,0.11,0.099,1.062,0.0,7.3,0.089,0.025,0.282,0.074,5.0,0.0,1.0,0.0,0.0
2345,pineapple frz chunks swtnd,86.0,0.4,0.0069999999999999,0.1,22.2,1.1,21.1,9.0,0.4,10.0,4.0,100.0,2.0,0.11,0.099,1.062,0.1,8.0,0.1,0.03,0.3,0.075,11.0,0.0,2.0,0.02,0.0
2346,pineapple juc cnd or btld unswtnd wo added vit c,53.0,0.36,0.008,0.12,12.87,0.2,9.98,13.0,0.31,12.0,8.0,130.0,2.0,0.11,0.069,0.504,0.1,10.0,0.0579999999999999,0.021,0.1989999999999999,0.1,18.0,0.0,0.0,0.02,0.0
2348,pineapple juc frz conc unswtnd dil w3 volume h2o,51.0,0.4,0.002,0.03,12.67,0.2,12.47,13.0,0.16,14.0,9.0,132.0,1.0,0.08,0.045,1.0490000000000002,0.1,12.0,0.07,0.02,0.2,0.074,11.0,0.0,1.0,0.01,0.0
2349,pitanga (surinam-cherry) raw,33.0,0.8,0.0,0.4,7.49,0.0,0.0,9.0,0.2,12.0,11.0,103.0,3.0,0.0,0.0,0.0,0.0,26.3,0.03,0.04,0.3,0.0,0.0,0.0,75.0,0.0,0.0
2353,plums cnd purple h2o pk solliquids,41.0,0.39,0.001,0.01,11.03,0.9,10.1,7.0,0.16,5.0,13.0,126.0,1.0,0.08,0.039,0.033,0.0,2.7,0.021,0.0409999999999999,0.37,0.027,3.0,0.0,46.0,0.18,0.0
2355,plums cnd purple lt syrup pk solliquids,63.0,0.37,0.008,0.1,16.28,0.9,15.35,9.0,0.86,5.0,13.0,93.0,20.0,0.08,0.038,0.032,0.0,0.4,0.016,0.039,0.297,0.027,3.0,0.0,12.0,0.18,0.0
2356,plums cnd purple hvy syrup pk solliquids,89.0,0.36,0.008,0.1,23.24,0.9,22.31,9.0,0.84,5.0,13.0,91.0,19.0,0.07,0.037,0.031,0.0,0.4,0.016,0.038,0.291,0.027,3.0,0.0,13.0,0.18,0.0
2357,plums cnd purple ex hvy syrup pk solliquids,101.0,0.36,0.008,0.1,26.31,1.0,0.0,9.0,0.82,5.0,12.0,89.0,19.0,0.07,0.036,0.031,0.0,0.4,0.016,0.037,0.285,0.027,3.0,0.0,13.0,0.0,0.0
2372,rambutan cnd syrup pk,82.0,0.65,0.0,0.21,20.87,0.9,0.0,22.0,0.35,7.0,9.0,42.0,11.0,0.08,0.066,0.3429999999999999,0.0,4.9,0.013,0.022,1.352,0.02,8.0,0.0,0.0,0.0,0.0
2374,raspberries cnd red hvy syrup pk solliquids,91.0,0.83,0.005,0.12,23.36,3.3,20.06,11.0,0.42,12.0,9.0,94.0,3.0,0.16,0.057,0.233,0.1,8.7,0.02,0.031,0.4429999999999999,0.042,11.0,0.0,2.0,0.59,0.0
2375,raspberries frz red swtnd,103.0,0.7,0.005,0.16,26.16,4.4,21.76,15.0,0.65,13.0,17.0,114.0,1.0,0.18,0.105,0.65,0.3,16.5,0.019,0.045,0.23,0.034,26.0,0.0,3.0,0.72,0.0
2377,rhubarb frozen uncooked,21.0,0.55,0.0289999999999999,0.11,5.1,1.8,1.1,194.0,0.29,18.0,12.0,108.0,2.0,0.1,0.023,0.0969999999999999,1.1,4.8,0.031,0.0289999999999999,0.203,0.025,8.0,0.0,5.0,0.27,0.0
2378,rhubarb frz ckd wsugar,116.0,0.39,0.0139999999999999,0.05,31.2,2.0,28.7,145.0,0.21,12.0,8.0,96.0,1.0,0.08,0.027,0.073,0.9,3.3,0.018,0.023,0.2,0.02,5.0,0.0,4.0,0.19,0.0
2380,rose-apples raw,25.0,0.6,0.0,0.3,5.7,0.0,0.0,29.0,0.07,5.0,8.0,123.0,0.0,0.06,0.016,0.0289999999999999,0.0,22.3,0.02,0.03,0.8,0.0,0.0,0.0,17.0,0.0,0.0
2385,strawberries cnd hvy syrup pk solliquids,92.0,0.56,0.0139999999999999,0.26,23.53,1.7,21.83,13.0,0.49,8.0,12.0,86.0,4.0,0.09,0.063,0.2,0.3,31.7,0.021,0.034,0.057,0.049,28.0,0.0,1.0,0.19,0.0
2386,strawberries frz unswtnd,35.0,0.43,0.006,0.11,9.13,2.1,4.56,16.0,0.75,11.0,13.0,148.0,2.0,0.13,0.049,0.29,0.7,41.2,0.022,0.037,0.462,0.0279999999999999,17.0,0.0,2.0,0.29,0.0
2387,strawberries frz swtnd whl,78.0,0.52,0.0069999999999999,0.14,21.0,1.9,18.61,11.0,0.47,6.0,12.0,98.0,1.0,0.05,0.019,0.249,0.7,39.5,0.015,0.077,0.293,0.0279999999999999,4.0,0.0,1.0,0.24,0.0
2388,strawberries frz swtnd sliced,96.0,0.53,0.0069999999999999,0.13,25.92,1.9,24.01,11.0,0.59,7.0,13.0,98.0,3.0,0.06,0.02,0.25,0.7,41.4,0.016,0.051,0.401,0.03,15.0,0.0,1.0,0.23,0.0
2391,fruit salad tropical cnd hvy syrup solliquids,86.0,0.41,0.019,0.1,22.36,1.3,0.0,13.0,0.52,13.0,7.0,131.0,2.0,0.11,0.08,0.0,0.5,17.5,0.054,0.045,0.562,0.12,9.0,0.0,6.0,0.0,0.0
2392,watermelon raw,30.0,0.61,0.016,0.15,7.55,0.4,6.2,7.0,0.24,10.0,11.0,112.0,1.0,0.1,0.042,0.038,0.4,8.1,0.033,0.021,0.178,0.045,3.0,0.0,28.0,0.05,0.0
2393,maraschino cherries cnd drnd,165.0,0.22,0.039,0.21,41.97,3.2,38.77,54.0,0.43,4.0,3.0,21.0,4.0,0.26,0.143,0.012,0.2,0.0,0.0,0.0,0.004,0.005,0.0,0.0,2.0,0.05,0.0
2395,pears asian raw,42.0,0.5,0.012,0.23,10.65,3.6,7.05,4.0,0.0,8.0,11.0,121.0,0.0,0.02,0.05,0.06,0.1,3.8,0.009,0.01,0.2189999999999999,0.022,8.0,0.0,0.0,0.12,0.0
2396,fruit cocktail cnd hvy syrup drnd,70.0,0.47,0.0139999999999999,0.1,18.8,1.7,17.14,7.0,0.29,5.0,12.0,90.0,6.0,0.08,0.086,0.0,0.5,1.9,0.019,0.021,0.374,0.051,3.0,0.0,14.0,0.6,0.0
2397,blueberries cnd lt syrup drnd,88.0,1.04,0.0279999999999999,0.4,22.66,2.6,17.45,6.0,0.43,4.0,12.0,54.0,3.0,0.09,0.053,0.44,0.1,0.5,0.046,0.132,0.363,0.049,2.0,0.0,2.0,1.38,0.0
2398,blueberries wild cnd hvy syrup drnd,107.0,0.56,0.0,0.34,28.32,4.9,19.28,19.0,2.2,6.0,14.0,46.0,1.0,0.12,0.0,2.3,0.0,0.3,0.033,0.313,0.469,0.035,8.0,0.0,0.0,0.0,0.0
2399,pineapple cnd juc pk drnd,60.0,0.51,0.008,0.11,15.56,1.3,14.26,16.0,0.28,15.0,7.0,124.0,1.0,0.1,0.107,0.0,0.4,9.4,0.102,0.021,0.284,0.075,5.0,0.0,3.0,0.02,0.0
